code,registers,us_campaign,us_filed,ca_recall,ca_filed,eu_case,eu_published,eu_notifying_country,eu_reference
3A03,2,24V535,2024-07-17,1982090,1982-11-17,,,,
3A04,2,24V769,2024-10-16,1982091,1982-11-18,,,,
3A06,2,25V505,2025-08-07,1983009,1983-01-26,,,,
3A07,2,25V505,2025-08-07,1983046,1983-05-12,,,,
40LF,2,25V428,2025-06-27,,,SR/03351/25,26/09/2025,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10095962
414E,2,14V178,2014-04-08,2014120,2014-04-08,,,,
42HX,2,25V434,2025-06-30,2025355,2025-06-25,,,,
42J5,2,,,2019116,2019-03-06,INFO/00145/21,13/08/2021,France,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10004202
42L1,2,,,2021249,2021-04-26,INFO/00138/21,09/07/2021,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10004088
42L5,2,,,2022022,2022-01-26,A12/00504/22,01/04/2022,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10005797
42L8,2,22V176,2022-03-23,2022132,2022-03-23,,,,
42M2,2,22V807,2022-10-26,2022612,2022-10-26,,,,
44BW,2,25V835,2025-12-03,2025668,2025-12-03,,,,
46G4,2,16V170,2016-03-24,2016128,2016-03-22,,,,
46P6,2,24V621,2024-08-19,2024484,2024-08-19,,,,
46P7,2,26V240,2026-04-15,2026187,2026-04-15,,,,
471F,2,24V723,2024-09-27,2024568,2024-09-27,,,,
47DE,3,24V428,2024-06-10,2024332,2024-06-10,A12/01781/24,12/07/2024,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10013553
47L8,2,14V516,2014-08-26,2014366,2014-08-26,,,,
47P8,2,,,2020092,2020-03-09,A12/00701/20,15/05/2020,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10001159
47UP,2,24V465,2024-06-20,2024355,2024-06-19,,,,
48M1,2,15V452,2015-07-20,2015315,2015-07-17,,,,
50G5,2,23V086,2023-02-15,2023068,2023-02-15,,,,
50ZZ,2,22V901,2022-12-07,2022694,2022-12-07,,,,
514F,2,14V283,2014-05-29,2014198,2014-05-29,,,,
51G6,2,,,2020308,2020-07-07,A12/01262/20,25/09/2020,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10001875
55M6,2,22V567,2022-08-03,2022455,2022-08-03,,,,
5723B,2,23V135,2023-03-01,2023108,2023-03-02,,,,
57F6,2,14V790,2014-12-15,2014562,2014-12-11,,,,
57KS,2,26V209,2026-04-01,2026157,2026-04-01,,,,
57J4,2,23V213,2023-03-29,2023184,2023-03-29,,,,
57J9,2,24V651,2024-09-04,2024502,2024-09-04,,,,
5823D,2,23V275,2023-04-18,2023232,2023-04-18,,,,
58C9,2,16V464,2016-06-24,2016319,2016-06-22,,,,
597R,2,23V138,2023-03-02,2023110,2023-03-02,,,,
6023G,2,23V487,2023-07-14,2023391,2023-07-14,,,,
604RSB,2,23V469,2023-07-07,2023374,2023-07-07,,,,
60B9,2,14V658,2014-10-20,2014465,2014-10-20,,,,
60C1,2,15V200,2015-04-03,2015143,2015-04-02,,,,
60C3,2,16V415,2016-06-09,2016287,2016-06-06,,,,
60F6,2,22V542,2022-07-27,2022402,2022-07-27,,,,
60G3,2,23V750,2023-12-07,2023602,2023-11-08,,,,
6123H,2,23V553,2023-08-04,2023436,2023-08-04,,,,
61401C,2,14V574,2014-09-19,2014410,2014-09-18,,,,
42190,2,16V256,2016-04-28,2016190,2016-04-28,,,,
45340,2,16V422,2016-06-10,2016292,2016-06-08,,,,
46600,2,16V449,2016-06-21,2016312,2016-06-17,,,,
50190,2,16V498,2016-07-01,2016339,2016-06-29,,,,
50490,2,16V502,2016-07-05,2016341,2016-06-30,,,,
51230,2,16V521,2016-07-08,2016351,2016-07-07,,,,
52410,2,24V578,2024-08-02,2024445,2024-08-02,,,,
54180,2,16V595,2016-08-11,2016396,2016-08-10,,,,
56340,2,16V516,2016-07-07,2016349,2016-07-06,,,,
401516,2,22V381,2022-05-27,2022277,2022-05-27,,,,
402015,2,16V107,2016-02-24,2016087,2016-02-22,,,,
451909,2,25V162,2025-03-14,2025130,2025-03-14,,,,
451924,2,25V277,2025-04-25,2025228,2025-04-25,,,,
451997,2,25V727,2025-10-24,2025581,2025-10-24,,,,
472072,2,26V398,2026-06-22,2026306,2026-06-22,,,,
481541,2,22V586,2022-08-05,2022432,2022-08-05,,,,
491523,2,22V410,2022-06-09,2022302,2022-06-09,,,,
491737,2,24V116,2024-02-16,2024101,2024-02-16,,,,
501566,2,22V750,2022-10-07,2022572,2022-10-07,,,,
511494,2,22V184,2022-03-25,2022138,2022-03-25,,,,
511513,2,22V361,2022-05-20,2022264,2022-05-20,,,,
511519,2,22V395,2022-06-06,2022289,2022-06-06,,,,
511529,2,22V488,2022-07-08,2022358,2022-07-06,,,,
511532,2,22V556,2022-07-29,2022368,2022-07-08,,,,
511533,2,22V487,2022-07-08,2022371,2022-07-08,,,,
511607,2,23V262,2023-04-13,2023217,2023-04-13,,,,
511626,2,23V286,2023-04-21,2023242,2023-04-21,,,,
511703,2,23V773,2023-11-17,2023617,2023-11-17,,,,
511727,2,24V029,2024-01-19,2024020,2024-01-19,,,,
511760,2,24V272,2024-04-17,2024227,2024-04-17,,,,
511774,2,24V324,2024-05-10,2024266,2024-05-10,,,,
511786,2,24V395,2024-06-04,2024316,2024-06-05,,,,
511803,2,24V531,2024-07-12,2024407,2024-07-12,,,,
511839,2,24V771,2024-11-08,2024610,2024-10-17,,,,
511870,2,24V884,2024-11-22,2024713,2024-11-22,,,,
511915,2,25V245,2025-04-14,2025203,2025-04-14,,,,
511935,2,25V364,2025-06-10,2025302,2025-06-02,,,,
511955,2,25V486,2025-07-25,2025389,2025-07-25,,,,
512001,2,25V780,2025-11-13,2025623,2025-11-13,,,,
512008,2,25V779,2025-11-13,2025622,2025-11-13,,,,
512017,2,26V020,2026-01-19,2026013,2026-01-19,,,,
512076,2,26V476,2026-07-23,2026359,2026-07-23,,,,
512077,2,26V477,2026-07-23,2026360,2026-07-23,,,,
531883,2,25V005,2025-01-13,2025008,2025-01-13,,,,
531974,2,25V610,2025-09-12,2025481,2025-09-12,,,,
551751,2,24V202,2024-03-15,2024172,2024-03-15,,,,
591860,2,24V823,2024-11-01,2024666,2024-11-01,,,,
621785,2,24V386,2024-06-03,2024308,2024-05-31,,,,
681736,2,24V103,2024-02-12,2024086,2024-02-12,,,,
681875,2,24V913,2024-12-06,2024742,2024-12-06,,,,
691538,2,22V562,2022-08-02,2022419,2022-08-02,,,,
691833,2,24V629,2024-08-22,2024489,2024-08-22,,,,
691945,2,25V425,2025-06-20,2025343,2025-06-20,,,,
701853,2,24V774,2024-10-18,2024613,2024-10-18,,,,
701957,2,25V550,2025-08-26,2025438,2025-08-26,,,,
721559,2,22V729,2022-09-30,2022556,2022-09-30,,,,
721805,2,24V490,2024-06-28,2024374,2024-06-28,,,,
4001605,2,23V141,2023-03-03,2023111,2023-03-03,,,,
4001677,2,23V638,2023-09-15,2023513,2023-09-15,,,,
4090023,2,,,2020632,2020-12-18,A12/00222/21,19/02/2021,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10003163
4090025,2,,,2021111,2021-03-02,A12/00563/21,30/04/2021,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10003574
4090108,2,,,2026148,2026-03-27,SR/01346/26,08/05/2026,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10098731
4101631,2,23V289,2023-04-24,2023244,2023-04-24,,,,
4201832,2,24V619,2024-08-16,2024481,2024-08-16,,,,
4251787,2,24V387,2024-06-03,2024307,2024-05-31,,,,
4290009,2,,,2022511,2022-09-09,A12/01426/22,21/10/2022,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10006933
4691007,2,,,2025423,2025-08-15,SR/03352/25,26/09/2025,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10095995
4692030,2,,,2021210,2021-04-07,A12/00857/21,18/06/2021,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10003879
4692108,2,,,2022724,2022-12-16,A12/00149/23,27/01/2023,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10007640
4790205,2,23V444,2023-06-26,2023672,2023-12-15,,,,
4794004,2,,,2026052,2026-02-09,SR/00652/26,06/03/2026,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10098010
5001644,2,23V375,2023-05-26,2023305,2023-05-26,,,,
5001672,2,23V612,2023-09-01,2023491,2023-09-01,,,,
5011571,2,22V828,2022-11-04,2022637,2022-11-04,,,,
5011859,2,24V822,2024-11-01,2024665,2024-11-01,,,,
5042048,2,26V249,2026-04-20,2026197,2026-04-20,,,,
5081617,2,23V227,2023-03-31,2023193,2023-03-31,,,,
5191001,2,,,2023651,2023-12-08,A12/00218/24,09/02/2024,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10011750
5490422,2,,,2020307,2020-07-06,A12/01178/20,28/08/2020,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10001814
5491018,2,,,2020176,2020-04-23,A12/00854/20,12/06/2020,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10001380
5491301,2,,,2020614,2020-12-12,A12/00338/21,12/03/2021,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10003304
5491302,2,,,2021185,2021-03-26,A12/00773/21,04/06/2021,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10003745
5491305,2,,,2022029,2022-01-28,A12/00314/22,25/02/2022,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10005611
5491309,2,,,2022397,2022-07-22,A12/01237/22,02/09/2022,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10006657
5491318,2,,,2024081,2024-02-09,A12/00463/24,01/03/2024,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10012035
5491807,2,,,2022173,2022-04-08,A12/00754/22,20/05/2022,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10006128
5491810,2,23V101,2023-02-17,2023077,2023-02-17,,,,
5494205,2,,,2022101,2022-03-04,A12/00497/22,01/04/2022,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10005813
5495204,2,,,2021054,2021-02-08,INFO/00063/21,26/03/2021,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10003369
5496234,2,,,2024530,2024-09-16,A12/03598/24,13/12/2024,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10092360
5496333,2,,,2023448,2023-08-11,A12/02219/23,15/09/2023,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10010226
5496340,2,,,2023635,2023-11-27,A12/00144/24,26/01/2024,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10011531
5496507,2,,,2025041,2025-01-31,SR/01226/25,04/04/2025,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10093788
5497603,2,,,2024341,2024-06-14,A12/01841/24,12/07/2024,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10013653
5498725,2,,,2022127,2022-03-18,A12/01448/22,21/10/2022,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10006773
5498828,2,,,2024455,2024-08-09,A12/02969/24,25/10/2024,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10091694
5499009,2,,,2021624,2021-10-12,A12/00284/22,18/02/2022,France,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10005456
5499617,2,,,2021112,2021-03-03,INFO/00126/21,18/06/2021,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10003854
5511851,2,24V776,2024-10-18,2024614,2024-10-18,,,,
5511931,2,25V361,2025-05-30,2025290,2025-05-29,,,,
5512021,2,26V041,2026-01-23,2026028,2026-01-23,,,,
6290004,2,,,2023503,2023-09-08,A12/02356/23,06/10/2023,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10010408
6290101,2,,,2021125,2021-03-08,A12/00669/21,21/05/2021,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10003694
6290301,2,,,2021358,2021-06-08,A12/01118/20,07/08/2020,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10001738
6391006,2,,,2022510,2022-09-09,A12/01395/22,14/10/2022,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10006806
6490004,2,,,2020122,2020-03-23,A12/00747/20,22/05/2020,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10001218
6891207,2,,,2023146,2023-03-17,A12/00863/23,21/04/2023,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10008505
7390003,2,,,2020197,2020-05-05,A12/00919/20,26/06/2020,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10001511
44448204,2,26V052,2026-01-29,2026035,2026-01-29,,,,
5912232014,2,14V823,2014-12-29,2014592,2014-12-30,,,,
69E8,2,24V643,2024-08-28,2024495,2024-08-28,,,,
6223J,2,23V718,2023-10-26,2023579,2023-10-26,,,,
6323J,2,23V719,2023-10-26,2023580,2023-10-26,,,,
6423L,2,23V837,2023-12-12,2023656,2023-12-12,,,,
6524A,2,24V022,2024-01-18,2024018,2024-01-18,,,,
66K8,2,,,2019520,2019-10-16,A12/00278/20,28/02/2020,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10000667
66N5,2,22V226,2022-04-06,2022170,2022-04-06,,,,
66N8,2,22V657,2022-08-31,2022489,2022-08-31,,,,
6724E,2,24V349,2024-05-16,2024281,2024-05-16,,,,
68I2,3,22V515,2022-07-20,2022383,2022-07-20,A12/01247/22,02/09/2022,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10006650
6924I,2,24V695,2024-09-18,2024538,2024-09-18,,,,
692K,3,25V777,2025-11-12,2025621,2025-11-12,SR/04382/25,19/12/2025,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10096994
69BI,2,,,2020500,2020-10-21,A12/00137/21,05/02/2021,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10003045
69BT,3,22V471,2022-07-01,2020032,2020-01-29,A12/00849/20,12/06/2020,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10001355
69CJ,2,,,2021391,2021-06-23,A12/01579/21,19/11/2021,France,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10004726
69D8,2,25V899,2025-12-19,2025712,2025-12-19,,,,
69DZ,3,22V652,2022-08-29,2022481,2022-08-29,A12/01381/22,07/10/2022,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10006853
69EM,2,22V945,2022-12-21,2022735,2022-12-14,,,,
69ET,2,23V084,2023-02-15,2023069,2023-02-15,,,,
69FA,2,23V189,2023-03-22,2023163,2023-03-22,,,,
69FB,2,23V215,2023-03-29,2023183,2023-03-29,,,,
69GA,3,23V868,2023-12-20,2023685,2023-12-20,A12/00409/24,23/02/2024,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10011998
69GT,3,26V266,2026-04-24,2026208,2026-04-24,SR/01448/26,22/05/2026,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10098909
69GU,2,24V251,2024-04-03,2024209,2024-04-03,,,,
69K5,2,14V667,2014-10-24,2014477,2014-10-23,,,,
69L6,2,15V627,2015-10-07,2015445,2015-10-05,,,,
69O1,2,16V376,2016-05-27,2016246,2016-05-24,,,,
69O3,2,16V519,2016-07-08,2016348,2016-07-06,,,,
69PZ,2,24V464,2024-06-20,2024354,2024-06-19,,,,
69R6,2,,,2018059,2018-01-30,SR/00790/26,20/03/2026,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10098159
69R7,2,,,2018342,2018-06-22,A12/00884/21,18/06/2021,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10003935
69U1,2,,,2018022,2018-01-10,SR/02845/25,01/08/2025,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10095406
69UM,2,25V638,2025-09-24,,,SR/01052/26,10/04/2026,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10098465
7024J,2,24V817,2024-10-31,2024656,2024-11-01,,,,
70I2,2,,,2021132,2021-03-10,A12/00615/21,07/05/2021,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10003620
7124J,2,24V814,2024-10-31,2024659,2024-10-31,,,,
715K,2,15V456,2015-07-22,2015317,2015-07-20,,,,
72F1,2,14V670,2014-10-24,2014469,2014-10-22,,,,
72F8,2,16V641,2016-09-06,2016426,2016-09-02,,,,
72LC,2,25V269,2025-05-15,2025221,2025-04-23,,,,
72M7,2,22V224,2022-04-06,2022168,2022-04-06,,,,
7314D,2,14V173,2014-04-03,2014113,2014-04-07,,,,
7414D,2,14V170,2014-04-03,2014114,2014-04-07,,,,
7425E,2,25V336,2025-06-03,2025275,2025-05-22,,,,
74C9,2,15V824,2015-12-08,2015583,2015-12-07,,,,
74HC,2,25V227,2025-04-15,2025186,2025-04-09,,,,
74HE,2,25V854,2025-12-10,2025679,2025-12-10,,,,
7514D,2,14V174,2014-04-04,2014117,2014-04-07,,,,
7525E,2,25V357,2025-05-29,2025294,2025-05-29,,,,
7614E,2,14V282,2014-05-29,2014197,2014-05-29,,,,
7925J,2,25V737,2025-10-29,2025592,2025-10-29,,,,
816F,2,16V872,2016-12-05,2016603,2016-12-02,,,,
8515G,2,15V451,2015-07-20,2015323,2015-07-21,,,,
9010,2,16V622,2016-08-25,2016413,2016-08-23,,,,
8615J,2,15V621,2015-10-02,2015444,2015-10-02,,,,
87H4,2,,,2021705,2021-11-17,A12/01844/21,24/12/2021,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10005029
90A2,2,25V233,2025-04-10,2025191,2025-04-09,,,,
90N7,2,23V212,2023-03-29,,,A12/00070/19,10/01/2020,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10000095
90TV,2,25V900,2025-12-19,2025713,2025-12-19,,,,
90V2,2,22V861,2022-11-21,2022660,2022-11-21,,,,
90VC,2,25V201,2025-03-31,2025167,2025-03-31,,,,
90XM,2,25V225,2025-04-09,2025184,2025-04-09,,,,
90Z5,2,26V185,2026-03-25,2026140,2026-03-25,,,,
916C,2,25V226,2025-04-09,2025185,2025-04-09,,,,
801829,2,24V616,2024-08-16,2024478,2024-08-16,,,,
801877,2,24V929,2024-12-13,2024758,2024-12-13,,,,
831554,2,22V667,2022-09-06,2022499,2022-09-07,,,,
831862,2,24V847,2024-11-08,2024685,2024-11-08,,,,
832039,2,26V130,2026-03-05,2026103,2026-03-05,,,,
891819,2,24V563,2024-07-26,2024433,2024-07-26,,,,
910002,2,14V476,2014-08-04,2014331,2014-08-06,,,,
910003,2,15V212,2015-04-10,2015154,2015-04-14,,,,
910004,2,15V518,2015-08-14,2015379,2015-08-25,,,,
910006,2,16V355,2016-05-25,2016241,2016-05-19,,,,
910007,2,16V717,2016-10-07,2016496,2016-10-11,,,,
910008,2,16V841,2016-11-21,2016573,2016-11-17,,,,
910028,2,22V203,2022-03-29,2022154,2022-03-30,,,,
910029,2,22V308,2022-05-06,2022246,2022-05-11,,,,
910031,2,22V603,2022-08-09,2022451,2022-08-10,,,,
910033,2,23V151,2023-03-07,2023121,2023-03-08,,,,
910035,2,23V364,2023-05-24,2023299,2023-05-24,,,,
910038,2,23V455,2023-06-29,2023367,2023-06-29,,,,
910039,2,23V490,2023-07-17,2023395,2023-07-17,,,,
910040,2,23V586,2023-08-17,2023464,2023-08-17,,,,
910042,2,24V193,2024-03-12,2024164,2024-03-12,,,,
910043,2,24V378,2024-05-29,2024302,2024-05-30,,,,
910044,2,24V522,2024-07-09,2024399,2024-07-09,,,,
910045,2,24V861,2024-11-15,2024698,2024-11-15,,,,
910047,2,24V916,2024-12-10,2024750,2024-12-10,,,,
910048,2,25V061,2025-02-07,2025077,2025-02-14,,,,
910049,2,25V119,2025-02-24,2025146,2025-03-20,,,,
910050,2,25V281,2025-05-06,2025232,2025-04-30,,,,
910052,2,25V784,2025-11-13,2025626,2025-11-14,,,,
910054,2,26V044,2026-01-26,2026030,2026-01-26,,,,
910055,2,26V057,2026-01-30,2026042,2026-01-30,,,,
910062,2,26V354,2026-06-01,2026276,2026-06-08,,,,
910064,2,26V490,,2026370,2026-07-30,,,,
952019,2,26V039,2026-01-23,2026027,2026-01-23,,,,
990108,2,16V800,2016-11-03,2011294,2011-08-15,,,,
990115,2,14V033,2014-02-04,2014035,2014-02-07,,,,
990117,2,14V128,2014-03-18,2014086,2014-03-18,,,,
990119,2,15V049,2015-01-30,2015046,2015-01-30,,,,
990120,2,15V198,2015-04-03,2015141,2015-04-01,,,,
990121,2,15V199,2015-04-03,2015142,2015-04-01,,,,
990125,2,16V332,2016-05-20,2016232,2016-05-17,,,,
990128,2,16V819,2016-11-14,2016554,2016-11-09,,,,
990168,2,23V472,2023-07-10,2022239,2022-05-06,,,,
990206,2,16V820,2016-11-14,2016552,2016-11-09,,,,
990311,2,16V821,2016-11-14,2016553,2016-11-09,,,,
991926,2,25V287,2025-05-02,2025235,2025-05-02,,,,
7792002,2,,,2020382,2020-08-17,A12/01599/20,27/11/2020,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10002470
7792003,2,,,2021208,2021-04-07,A12/00596/21,07/05/2021,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10003605
7891003,2,,,2019668,2019-12-23,A12/00280/20,28/02/2020,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10000668
8297010,2,23V100,2023-02-17,2023080,2023-02-17,,,,
8297011,2,,,2024105,2024-02-16,A12/00939/24,19/04/2024,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10012475
8391001,2,,,2020328,2020-07-20,A12/01206/20,04/09/2020,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10001846
8391106,2,,,2021247,2021-04-26,A12/00745/21,04/06/2021,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10003647
8890088,2,,,2021205,2021-04-07,A12/00648/21,14/05/2021,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10003637
9190101,2,,,2024171,2024-03-15,A12/00991/24,26/04/2024,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10012763
9190167,2,,,2020432,2020-09-14,A12/00321/21,12/03/2021,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10003302
9190204,2,,,2019632,2019-12-13,A12/00346/20,06/03/2020,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10000702
9190209,2,,,2021340,2021-06-01,A12/00888/21,18/06/2021,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10003945
919A,2,24V344,2024-05-15,2024275,2024-05-15,,,,
91B3,2,24V875,2024-11-20,2024707,2024-11-20,,,,
91DV,2,22V514,2022-07-20,2022382,2022-07-20,,,,
91DZ,2,22V742,2022-10-05,2022565,2022-10-05,,,,
91EI,2,22V806,2022-10-26,2022611,2022-10-26,,,,
91EN,2,22V831,2022-11-09,2022642,2022-11-09,,,,
91NF,2,26V321,2026-05-20,2026242,2026-05-20,,,,
91SB,2,25V334,2025-05-21,2025089,2025-02-19,,,,
91TV,2,26V473,2026-07-22,2026357,2026-07-22,,,,
91US,2,24V480,2024-06-27,2024365,2024-06-27,,,,
9216B,2,16V064,2016-02-03,2016049,2016-02-01,,,,
9291002,2,,,2025119,2025-03-07,SR/02886/25,08/08/2025,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10095469
9295001,2,,,2020253,2020-06-09,A12/01105/20,31/07/2020,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10001712
931B,2,,,2024573,2024-09-30,SR/00295/25,24/01/2025,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10092687
9391001,2,,,2022551,2022-09-29,A12/01743/22,09/12/2022,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10007278
93AA,2,25V080,2025-02-12,2024723,2024-11-27,,,,
93EA,2,26V030,2026-01-21,2026017,2026-01-21,,,,
93EV,2,25V836,2025-12-03,2025669,2025-12-03,,,,
93EW,2,26V028,2026-01-21,2026018,2026-01-21,,,,
93T7,2,23V613,2023-09-01,2023492,2023-09-01,,,,
93VM,2,24V229,2024-03-22,,,A12/01589/24,21/06/2024,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10013374
93VN,3,24V228,2024-03-22,2024189,2024-03-22,A12/01575/24,14/06/2024,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10013376
941L,2,24V361,2024-05-22,2024287,2024-05-22,,,,
9716H,2,16V593,2016-08-11,2016394,2016-08-10,,,,
97CB,2,16V642,2016-09-06,2016427,2016-09-02,,,,
97HA,2,22V956,2022-12-29,,,A12/00885/24,12/04/2024,Poland,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10012613
97TC,2,26V138,2026-03-11,2026110,2026-03-11,,,,
97TH,2,26V258,2026-04-22,2026202,2026-04-22,,,,
97ZZ,2,23V040,2023-02-01,2023034,2023-02-01,,,,
9816H,2,16V594,2016-08-11,2016395,2016-08-10,,,,
9901286,2,16V120,2016-02-29,2016088,2016-02-22,,,,
9901291,2,16V158,2016-03-17,2016140,2016-03-31,,,,
9901293,2,16V195,2016-04-07,2016146,2016-04-05,,,,
9901295,2,16V230,2016-04-20,2016201,2016-05-05,,,,
9901298,2,16V304,2016-05-16,2016206,2016-05-10,,,,
9901308,2,16V560,2016-07-27,2016380,2016-07-28,,,,
9901326,2,16V748,2016-10-17,2016560,2016-11-09,,,,
9901577,2,22V301,2022-05-05,2022236,2022-05-06,,,,
9901578,2,22V571,2022-08-04,2022424,2022-08-04,,,,
9901579,2,22V659,2022-08-31,2022491,2022-09-01,,,,
9901582,2,22V773,2022-10-14,2022586,2022-10-14,,,,
9901596,2,23V752,2023-11-09,2023604,2023-11-09,,,,
9901609,2,24V435,2024-06-13,2024336,2024-06-13,,,,
9901615,2,24V831,2024-11-07,2024671,2024-11-05,,,,
9901617,2,25V043,2025-01-30,2025039,2025-01-30,,,,
9901636,2,25V528,2025-08-14,2025422,2025-08-14,,,,
9901639,2,25V675,2025-10-09,2025542,2025-10-09,,,,
9901660,2,26V426,2026-07-02,2026322,2026-06-30,,,,
9901665,2,26V518,2026-08-06,2026385,2026-08-06,,,,
9902221,2,14V578,2014-09-22,2014419,2014-09-24,,,,
9902246,2,15V495,2015-08-06,2015360,2015-08-10,,,,
9902258,2,15V638,2015-10-09,2015540,2015-11-16,,,,
9902261,2,15V669,2015-10-16,2015548,2015-11-19,,,,
9902266,2,15V692,2015-10-23,2015574,2015-11-30,,,,
9902292,2,16V180,2016-03-30,2016136,2016-03-29,,,,
9902577,2,22V302,2022-05-05,2022234,2022-05-06,,,,
