code,registers,us_campaign,us_filed,ca_recall,ca_filed,eu_case,eu_published,eu_notifying_country,eu_reference
14021,2,14V747,2014-11-24,2014532,2014-11-25,,,,
14023,2,14V812,2014-12-23,2014579,2014-12-18,,,,
14030,2,14V118,2014-03-17,2014081,2014-03-18,,,,
14062,2,14V116,2014-03-17,2014082,2014-03-18,,,,
14067,2,14V213,2014-04-25,2014153,2014-04-25,,,,
14079,2,14V151,2014-03-31,2014100,2014-03-31,,,,
14082,2,14V117,2014-03-17,2014083,2014-03-18,,,,
14087,2,14V144,2014-03-27,2014096,2014-03-27,,,,
14113,2,14V171,2014-04-10,2014126,2014-04-10,,,,
14121,2,14V152,2014-03-31,2014102,2014-03-31,,,,
14128,2,14V240,2014-05-08,2014168,2014-05-09,,,,
14132,2,14V212,2014-04-25,2014154,2014-04-25,,,,
14152,2,14V224,2014-04-30,2014160,2014-05-01,,,,
14157,2,14V253,2014-05-15,2014175,2014-05-20,,,,
14171,2,14V488,2014-08-08,2014343,2014-08-11,,,,
14179,2,14V338,2014-06-19,2014239,2014-06-19,,,,
14192,2,14V374,2014-06-27,2014254,2014-06-27,,,,
14201,2,14V247,2014-05-14,2014171,2014-05-14,,,,
14204,2,14V136,2014-03-21,2014084,2014-03-18,,,,
14205,2,14V146,2014-03-27,2014099,2014-03-31,,,,
14206,2,14V233,2014-05-05,2014169,2014-05-09,,,,
14211,2,14V298,2014-06-06,2014214,2014-06-06,,,,
14216,2,14V549,2014-09-10,2014434,2014-10-03,,,,
14217,2,14V652,2014-10-17,2014519,2014-11-13,,,,
14218,2,14V640,2014-10-10,2014456,2014-10-16,,,,
14219,2,14V299,2014-06-06,2014215,2014-06-06,,,,
14220,2,14V259,2014-05-16,2014180,2014-05-21,,,,
14222,2,14V318,2014-06-12,2014228,2014-06-12,,,,
14233,2,14V341,2014-06-19,2014244,2014-06-20,,,,
14234,2,14V315,2014-06-12,2014229,2014-06-12,,,,
14235,2,14V317,2014-06-12,2014230,2014-06-12,,,,
14240,2,14V342,2014-06-19,2014240,2014-06-19,,,,
14257,2,14V417,2014-07-02,2014274,2014-07-03,,,,
14260,2,14V407,2014-07-02,2014277,2014-07-03,,,,
14271,2,14V447,2014-07-23,2014311,2014-07-23,,,,
14291,2,15V519,2015-08-14,2014535,2014-11-26,,,,
14294,2,14V346,2014-06-20,2014243,2014-06-20,,,,
14299,2,14V355,2014-06-23,2014246,2014-06-23,,,,
14302,2,14V377,2014-06-26,2014253,2014-06-27,,,,
14305,2,14V372,2014-06-26,2014250,2014-06-26,,,,
14309,2,14V404,2014-07-02,2014279,2014-07-03,,,,
14315,2,14V301,2014-06-06,2014216,2014-06-06,,,,
14321,2,14V500,2014-08-13,2014352,2014-08-19,,,,
14330,2,14V450,2014-07-23,2014514,2014-11-12,,,,
14340,2,14V446,2014-07-23,2014315,2014-07-29,,,,
14350,2,14V400,2014-07-03,2014284,2014-07-03,,,,
14356,2,14V339,2014-06-19,2014241,2014-06-19,,,,
14378,2,14V409,2014-07-02,2014278,2014-07-03,,,,
14405,2,14V542,2014-09-09,2014381,2014-09-09,,,,
14445,2,14V540,2014-09-09,2014379,2014-09-09,,,,
14453,2,14V440,2014-07-21,2014304,2014-07-22,,,,
14456,2,14V593,2014-09-24,2014422,2014-09-30,,,,
14457,2,14V571,2014-09-19,2014406,2014-09-18,,,,
14471,2,14V541,2014-09-09,2014380,2014-09-09,,,,
14476,2,14V489,2014-08-08,2014341,2014-08-11,,,,
14505,2,14V460,2014-07-29,2014047,2014-02-20,,,,
14506,2,14V490,2014-08-08,2014342,2014-08-11,,,,
14508,2,14V201,2014-04-17,2014141,2014-04-22,,,,
14515,2,14V606,2014-09-29,2014432,2014-10-03,,,,
14516,2,14V688,2014-10-31,2014484,2014-10-30,,,,
14517,2,14V691,2014-11-03,2014489,2014-10-30,,,,
14518,2,14V692,2014-11-03,2014488,2014-10-30,,,,
14525,2,14V807,2014-12-22,2014574,2014-12-17,,,,
14537,2,14V543,2014-09-09,2014382,2014-09-09,,,,
14549,2,14V544,2014-09-09,2014373,2014-09-04,,,,
14574,2,15V201,2015-04-06,2015145,2015-04-02,,,,
14594,2,14V570,2014-09-19,2014407,2014-09-18,,,,
14617,2,15V145,2015-03-13,2015104,2015-03-12,,,,
14620,2,14V568,2014-09-17,2014405,2014-09-18,,,,
14686,2,14V624,2014-10-06,2014437,2014-10-07,,,,
14690,2,14V645,2014-10-09,2014451,2014-10-15,,,,
14743,2,14V719,2014-11-10,2014509,2014-11-07,,,,
14772,2,15V064,2015-02-04,2015048,2015-02-04,,,,
14855,2,14V820,2014-12-24,2014588,2014-12-22,,,,
14857,2,15V031,2015-01-26,2015023,2015-01-22,,,,
14863,2,14V804,2014-12-19,2014572,2014-12-17,,,,
14888,2,15V278,2015-05-12,2015192,2015-05-11,,,,
14892,2,14V819,2014-12-24,2014589,2014-12-22,,,,
15012,2,15V448,2015-07-15,2015310,2015-07-14,,,,
15025,2,15T002,2015-01-23,2015033,2015-01-27,,,,
15031,2,15V269,2015-05-08,2015187,2015-05-07,,,,
15037,2,15V157,2015-03-18,2015121,2015-03-18,,,,
15042,2,15V421,2015-07-01,2015286,2015-06-26,,,,
15075,2,15V500,2015-08-10,2015354,2015-08-05,,,,
15100,2,15V085,2015-02-11,2015059,2015-02-10,,,,
15135,2,15V113,2015-02-27,2015080,2015-02-23,,,,
15149,2,15V225,2015-04-15,2015157,2015-04-14,,,,
15150,2,15V267,2015-05-08,2015185,2015-05-06,,,,
15166,2,15V162,2015-03-20,2015117,2015-03-18,,,,
15168,2,15V146,2015-03-13,2015107,2015-03-12,,,,
15176,2,15V164,2015-03-23,2015118,2015-03-18,,,,
15206,2,15V399,2015-06-23,2015274,2015-06-18,,,,
15224,2,15V102,2015-02-23,2015139,2015-03-31,,,,
15225,2,15V317,2015-05-27,2015275,2015-06-18,,,,
15230,2,15V207,2015-04-07,2015255,2015-06-09,,,,
15232,2,15V409,2015-06-29,2015287,2015-06-26,,,,
15233,2,15V499,2015-08-10,2015353,2015-08-05,,,,
15238,2,15V610,2015-09-30,2015435,2015-09-29,,,,
15240,2,15V415,2015-06-30,2015280,2015-06-25,,,,
15242,2,15V762,2015-11-17,2015567,2015-11-25,,,,
15299,2,15V558,2015-09-03,2015390,2015-09-03,,,,
15352,2,15V358,2015-06-09,2015245,2015-06-03,,,,
15386,2,15V442,2015-07-10,2015303,2015-07-06,,,,
15400,2,15V465,2015-07-24,2015325,2015-07-22,,,,
15501,2,15V084,2015-02-11,2015066,2015-02-12,,,,
15504,2,15V165,2015-03-23,2015120,2015-03-18,,,,
15509,2,15V241,2015-04-22,2015171,2015-04-22,,,,
15510,2,15V242,2015-04-22,2015170,2015-04-22,,,,
15511,2,15V329,2015-05-29,2015214,2015-05-20,,,,
15514,2,15V394,2015-06-22,2015270,2015-06-17,,,,
15517,2,15V776,2015-11-20,2015546,2015-11-18,,,,
15568,2,15V463,2015-07-24,2015322,2015-07-21,,,,
15573,2,15V640,2015-10-09,2015458,2015-10-08,,,,
15595,2,16V054,2016-02-01,2016043,2016-01-28,,,,
15700,2,15V599,2015-09-24,2015422,2015-09-24,,,,
15757,2,15V701,2015-10-26,2015501,2015-10-23,,,,
15777,2,15V876,2015-12-23,2015616,2015-12-23,,,,
15780,2,15V609,2015-09-29,2015449,2015-10-05,,,,
15794,2,15V830,2015-12-10,2015590,2015-12-09,,,,
15808,2,16V084,2016-02-11,2016068,2016-02-11,,,,
15822,2,16V209,2016-04-12,2016153,2016-04-11,,,,
051584,2,24V429,2024-06-12,2024331,2024-06-10,,,,
051756,2,24V253,2024-04-05,2024213,2024-04-05,,,,
101539,2,22V558,2022-08-01,2022415,2022-08-01,,,,
0000112900,2,,,2024705,2024-11-19,SR/00452/25,31/01/2025,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10092899
0792034,2,,,2021755,2021-12-13,A12/00968/22,08/07/2022,Bulgaria,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10006319
0993103,2,,,2020282,2020-06-22,A12/01336/20,09/10/2020,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10002106
1031854,2,24V775,2024-10-18,2024612,2024-10-18,,,,
1031999,2,25V728,2025-10-24,2025582,2025-10-24,,,,
1101561,2,22V813,2022-10-31,2022622,2022-10-31,,,,
1201540,2,22V559,2022-08-01,2022416,2022-08-01,,,,
1201729,2,24V045,2024-01-26,2024041,2024-01-26,,,,
1211777,2,24V339,2024-05-15,2024273,2024-05-15,,,,
1211844,2,24V721,2024-09-27,2024564,2024-09-27,,,,
1211874,2,24V912,2024-12-06,2024741,2024-12-06,,,,
13E050,2,15V481,2015-07-30,2013318,2013-09-20,,,,
141107ARG,2,14V734,2014-11-17,2014520,2014-11-17,,,,
141117ARG,2,14V756,2014-11-26,2014541,2014-12-03,,,,
14C03,2,14V164,2014-04-02,2014109,2014-04-02,,,,
14C07,2,14V484,2014-08-06,2014332,2014-08-06,,,,
14C08,2,14V649,2014-10-17,2014460,2014-10-17,,,,
14C09,2,14V709,2014-11-05,2014503,2014-11-05,,,,
14C10,2,14V710,2014-11-07,2014504,2014-11-05,,,,
14C11,2,14V736,2014-11-18,2014523,2014-11-18,,,,
14E041,2,14V617,2014-10-03,2014530,2014-11-21,,,,
14E051,2,14V751,2014-11-24,2014411,2014-09-18,,,,
14S02,2,14V165,2014-04-02,2014110,2014-04-02,,,,
14S03,2,14V239,2014-05-07,2014163,2014-05-07,,,,
14S04,2,14V237,2014-05-07,2014164,2014-05-07,,,,
14S05,2,14V284,2014-05-29,2014193,2014-05-28,,,,
14S06,2,14V286,2014-05-29,2014194,2014-05-28,,,,
14S07,2,14E028,2014-05-29,2014195,2014-05-28,,,,
14S08,2,14V285,2014-05-29,2014196,2014-05-28,,,,
14S09,2,14V316,2014-06-12,2014233,2014-06-17,,,,
14S10,2,14V393,2014-07-02,2014280,2014-07-03,,,,
14S11,2,14V401,2014-07-02,2014281,2014-07-03,,,,
14S12,2,14V402,2014-07-02,2014282,2014-07-03,,,,
14S13,2,14V403,2014-07-02,2014283,2014-07-03,,,,
14S14,2,14V405,2014-07-02,2014467,2014-10-22,,,,
14S15,2,14V482,2014-08-06,2014334,2014-08-06,,,,
14S16,2,14V483,2014-08-06,2014333,2014-08-06,,,,
14S17,2,14V495,2014-08-11,2014349,2014-08-12,,,,
14S18,2,14V514,2014-08-22,2014363,2014-08-22,,,,
14S19,2,14V526,2014-09-03,2014374,2014-09-04,,,,
14S20,2,14V525,2014-09-02,2014375,2014-09-04,,,,
14S21,2,14V597,2014-09-26,2014427,2014-09-30,,,,
14S22,2,14V682,2014-10-29,2014482,2014-10-29,,,,
14S23,2,14V708,2014-11-05,2014500,2014-11-05,,,,
14S24,2,14V703,2014-11-05,2014501,2014-11-05,,,,
14S25,2,14V704,2014-11-05,2014502,2014-11-05,,,,
14S27,2,14V774,2014-12-05,2014552,2014-12-03,,,,
14S28,2,14V787,2014-12-12,2015054,2015-02-05,,,,
14S29,2,15V006,2015-01-09,2015007,2015-01-09,,,,
14S30,2,15V005,2015-01-09,2015008,2015-01-09,,,,
14V01,2,14V524,2014-09-02,2014376,2014-09-04,,,,
150422ARG,2,15V257,2015-05-01,2015213,2015-05-19,,,,
150708ARG,2,15V454,2015-07-21,2015324,2015-07-21,,,,
151216REV,2,15V872,2015-12-23,2016019,2016-01-14,,,,
1595002,2,,,2023542,2023-10-06,A12/02619/23,03/11/2023,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10010601
15950031595004,2,,,2024342,2024-06-14,A12/01979/24,02/08/2024,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10013906
15C03,2,15V406,2015-06-24,2015278,2015-06-23,,,,
15C06,2,15V436,2015-07-08,2015298,2015-07-02,,,,
15C07,2,15V464,2015-07-24,2015321,2015-07-21,,,,
15C09,2,15V533,2015-08-20,2015377,2015-08-18,,,,
15C11,2,15V618,2015-10-01,2015441,2015-09-30,,,,
15C13,2,15V707,2015-10-26,2015508,2015-10-27,,,,
15C17,2,15V867,2015-12-22,2015607,2015-12-21,,,,
15E068,2,15V757,2015-11-16,2015611,2015-12-22,,,,
15F7,2,16V403,2016-06-06,2016275,2016-06-02,,,,
15KWF,2,15V271,2015-05-08,2015190,2015-05-08,,,,
15KWG,2,15V272,2015-05-11,2015188,2015-05-08,,,,
15KWK,2,15V457,2015-07-22,2015318,2015-07-20,,,,
15KWL,2,15V458,2015-07-22,2015316,2015-07-20,,,,
15S02,2,15V040,2015-01-28,2015035,2015-01-28,,,,
15S08,2,15E014,2015-03-03,2015081,2015-02-24,,,,
15S09,2,15V175,2015-03-25,2015125,2015-03-24,,,,
15S10,2,15V172,2015-03-24,2015126,2015-03-24,,,,
15S11,2,15V171,2015-03-24,2015127,2015-03-24,,,,
15S14,2,15V250,2015-04-28,2015177,2015-04-28,,,,
15S16,2,15V246,2015-04-24,2015175,2015-04-24,,,,
15S17,2,15V279,2015-05-12,2015196,2015-05-12,,,,
15S18,2,15V340,2015-06-02,2015224,2015-05-27,,,,
15S19,2,15V339,2015-06-02,2015223,2015-05-27,,,,
15S21,2,15V319,2015-05-28,2015232,2015-05-28,,,,
15S22,2,15V322,2015-05-28,2015231,2015-05-28,,,,
15S26,2,15V605,2015-09-28,2015436,2015-09-29,,,,
15S27,2,15V608,2015-09-29,2015437,2015-09-29,,,,
15S28,2,15V606,2015-09-29,2015438,2015-09-29,,,,
15S29,2,15V614,2015-09-30,2015440,2015-09-30,,,,
15S31,2,15V712,2015-10-27,2015509,2015-10-27,,,,
15S32,2,15V710,2015-10-27,2015510,2015-10-27,,,,
15S34,2,15V793,2015-11-24,2015554,2015-11-23,,,,
15S37,2,15V865,2015-12-22,2015608,2015-12-21,,,,
15S38,2,15V858,2015-12-22,2015609,2015-12-21,,,,
15S39,2,15V861,2015-12-22,2015610,2015-12-21,,,,
15ZK,3,25V294,2025-05-07,2025244,2025-05-07,SR/03987/25,14/11/2025,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10096576
16007,2,16V651,2016-09-08,2016439,2016-09-09,,,,
16096,2,16V802,2016-11-04,2016542,2016-11-03,,,,
161018REV,2,16V784,2016-10-27,2016577,2016-11-17,,,,
16145,2,16V868,2016-12-02,2016597,2016-11-29,,,,
16169,2,16V922,2016-12-21,2016637,2016-12-16,,,,
16247,2,16V089,2016-02-17,2016070,2016-02-16,,,,
16251,2,16V282,2016-05-10,2016208,2016-05-11,,,,
16252,2,16V291,2016-05-11,2016212,2016-05-12,,,,
16253,2,16V322,2016-05-19,2016243,2016-05-20,,,,
16254,2,16V409,2016-06-08,2016272,2016-06-01,,,,
16255,2,16V402,2016-06-03,2016271,2016-06-01,,,,
16261,2,16V600,2016-08-15,2016405,2016-08-17,,,,
16262,2,16V609,2016-08-22,2016406,2016-08-19,,,,
16267,2,16V825,2016-11-15,2016558,2016-11-09,,,,
16269,2,16V822,2016-11-14,2016551,2016-11-08,,,,
16274,2,16V908,2016-12-16,2016626,2016-12-14,,,,
16370,2,15V807,2015-12-01,2015575,2015-11-30,,,,
16501,2,16V030,2016-01-22,2016027,2016-01-21,,,,
16502,2,16V091,2016-02-18,2016073,2016-02-17,,,,
16503,2,16V090,2016-02-17,2016074,2016-02-17,,,,
16504,2,16V141,2016-03-08,2016110,2016-03-04,,,,
16505,2,16V454,2016-06-22,1985053,1985-05-02,,,,
16508,2,16V556,2016-07-26,2016373,2016-07-26,,,,
16510,2,16V837,2016-11-18,2016569,2016-11-16,,,,
16513,2,16V938,2016-12-28,2016648,2016-12-21,,,,
16C06,2,16V247,2016-04-26,2016186,2016-04-26,,,,
16C10,2,16V482,2016-06-29,2016330,2016-06-28,,,,
16C11,2,16V475,2016-06-28,2016329,2016-06-28,,,,
16C12,2,16V617,2016-08-24,2016410,2016-08-23,,,,
16C13,2,16V698,2016-09-28,2016475,2016-09-27,,,,
16C14,2,16V733,2016-10-12,2016493,2016-10-11,,,,
16C15,2,16V731,2016-10-12,2016499,2016-10-12,,,,
16KWA,2,16V362,2016-05-26,2016245,2016-05-24,,,,
16S01,2,16V046,2016-01-28,2016036,2016-01-26,,,,
16S03,2,16V036,2016-01-25,2016033,2016-01-25,,,,
16S05,2,16V110,2016-02-25,2016089,2016-02-22,,,,
16S06,2,16V111,2016-02-25,2016090,2016-02-22,,,,
16S13,2,16V188,2016-04-04,2016137,2016-03-31,,,,
16S14,2,16V183,2016-03-31,2016138,2016-03-31,,,,
16S15,2,16V182,2016-03-31,2016139,2016-03-31,,,,
16S17,2,16V246,2016-04-26,2016185,2016-04-26,,,,
16S18,2,16V245,2016-04-26,2016182,2016-04-26,,,,
16S19,2,16V248,2016-04-27,2016183,2016-04-26,,,,
16S24,2,16V345,2016-05-24,2016252,2016-05-24,,,,
16S28,2,16V479,2016-06-28,2016328,2016-06-28,,,,
16S31,2,16V621,2016-08-25,2016411,2016-08-23,,,,
16S32,2,16V618,2016-08-24,2016412,2016-08-23,,,,
16S35,2,16V695,2016-09-27,2016474,2016-09-27,,,,
16S39,2,16V778,2016-10-26,2016526,2016-10-25,,,,
16S40,2,16V779,2016-10-26,2016527,2016-10-25,,,,
16S41,2,16V777,2016-10-26,2016528,2016-10-25,,,,
16S42,2,16V875,2016-12-05,2016601,2016-12-01,,,,
16S43,2,16V874,2016-12-05,2016602,2016-12-01,,,,
16S45,2,16V945,2016-12-29,2016640,2016-12-19,,,,
16S46,2,16V925,2016-12-22,2016639,2016-12-19,,,,
17130,2,16V257,2016-04-28,2016191,2016-04-28,,,,
17275,2,16V954,2016-12-28,2016660,2016-12-29,,,,
17C01,2,17V053,2017-01-24,2017040,2017-01-25,,,,
17S09,2,,,2017184,2017-03-29,A12/01371/21,01/10/2021,Poland,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10004466
17S35,2,17V669,2017-10-23,2017517,2017-10-24,,,,
17S42,2,,,2017633,2017-12-15,A12/00362/21,19/03/2021,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10003352
18S07,2,18V169,2018-03-12,2018129,2018-03-14,,,,
18S29,2,18V707,2018-10-09,2018555,2018-10-09,,,,
18S32,2,18V735,2018-10-22,2018577,2018-10-23,,,,
19C03,2,19V076,2019-02-11,2019064,2019-02-12,,,,
19Q8,2,22V707,2022-09-21,2022533,2022-09-21,,,,
19S01,3,16V384,2016-05-31,2019005,2019-01-08,A12/01239/20,18/09/2020,United Kingdom,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10001873
19S02,2,19V031,2019-01-14,2019017,2019-01-14,,,,
19S40,2,,,2019568,2019-11-12,A12/00210/20,14/02/2020,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10000587
1892005,2,,,2020121,2020-03-22,A12/00923/20,26/06/2020,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10001493
2301,2,23V062,2023-02-09,,,A12/01450/23,30/06/2023,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10009490
20236,2,23V175,2023-03-17,,,A12/02680/23,10/11/2023,Belgium,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10010683
20261,2,26V098,,,,SR/01231/26,24/04/2026,Belgium,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10098644
20760,2,16V069,2016-02-05,2016053,2016-02-04,,,,
21510,2,16V108,2016-02-24,2016086,2016-02-22,,,,
21930,2,15V833,2015-12-11,2015591,2015-12-09,,,,
22001,2,22V751,2022-09-30,2022736,2022-05-03,,,,
22003,2,22V539,2022-07-26,2022414,2022-07-29,,,,
22427,2,22V195,2022-03-28,2022156,2022-03-31,,,,
22428,2,22V208,2022-03-31,2022162,2022-03-31,,,,
22430,2,22V209,2022-03-31,2022161,2022-03-31,,,,
22431,2,22V242,2022-04-13,2022205,2022-04-22,,,,
22433,2,22V383,2022-05-27,2022296,2022-06-08,,,,
22434,2,22V604,2022-08-09,2022447,2022-08-09,,,,
22435,2,22V668,2022-09-06,2022497,2022-09-02,,,,
22436,2,22V728,2022-09-30,2022560,2022-10-05,,,,
22437,2,22V726,2022-09-29,2022575,2022-10-04,,,,
22511,2,22V367,2022-05-23,2022267,2022-05-23,,,,
22513,2,22V428,2022-06-16,2022317,2022-06-16,,,,
22514,2,22V429,2022-06-16,2022318,2022-06-16,,,,
22516,2,22V546,2022-07-28,2022407,2022-07-28,,,,
22518,2,22V691,2022-09-15,2022518,2022-09-15,,,,
22520,2,22V711,2022-09-22,2022535,2022-09-22,,,,
22521,2,22V834,2022-11-10,2019401,2019-08-13,,,,
22522,2,22V849,2022-11-17,2022656,2022-11-18,,,,
22523,2,22V850,2022-11-17,2019670,2019-12-23,,,,
22524,2,22V869,2022-11-23,2022665,2022-11-23,,,,
22525,2,22V870,2022-11-23,2020050,2020-02-10,,,,
22527,2,22V909,2022-12-08,2020237,2020-05-29,,,,
23007,2,23V156,2023-03-23,2023126,2023-03-09,,,,
23020,2,23V808,2023-12-01,2024785,2024-12-31,,,,
202101,2,,,2021293,2021-05-19,A12/00471/22,25/03/2022,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10005805
202102,2,,,2021430,2021-07-12,A12/00607/21,07/05/2021,France,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10003616
202205,2,22V653,2022-08-29,2022488,2022-08-30,,,,
202216,3,22V503,2022-07-13,2022375,2022-07-13,A12/01131/22,05/08/2022,Belgium,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10006499
202301,2,23V408,2023-06-06,2022605,2022-10-21,,,,
202401,2,24V919,2024-12-10,2024212,2024-04-04,,,,
202501,2,25V051,2025-01-31,,,SR/02908/25,08/08/2025,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10095523
221580,2,22V920,2022-12-13,2022706,2022-12-13,,,,
221789,2,24V388,2024-06-03,2024306,2024-05-31,,,,
2023001,2,23V207,2023-04-07,2023059,2023-02-13,,,,
2024001,2,,,2024511,2024-09-11,A12/03136/24,15/11/2024,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10091982
2024002,2,,,2024728,2024-12-02,SR/01785/25,16/05/2025,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10094269
2025001,2,25V750,2025-10-31,2025603,2025-10-31,,,,
2031757,2,24V254,2024-04-05,2024214,2024-04-05,,,,
2031766,2,24V280,2024-04-19,2024232,2024-04-19,,,,
2031917,2,25V230,2025-04-10,2025189,2025-04-10,,,,
2051735,2,24V094,2024-02-09,2024079,2024-02-09,,,,
2051987,2,25V682,2025-10-10,2025545,2025-10-10,,,,
2101556,2,22V694,2022-09-16,2022526,2022-09-16,,,,
2102013,2,26V013,2026-01-16,2026010,2026-01-16,,,,
2102041,2,26V154,2026-03-17,2026120,2026-03-17,,,,
2151730,2,24V047,2024-01-26,2024044,2024-01-26,,,,
2151800,2,24V489,2024-06-28,2024372,2024-06-28,,,,
2201535,2,22V489,2022-07-08,2022369,2022-07-08,,,,
2241912,2,25V212,2025-04-04,2025174,2025-04-04,,,,
2251601,2,23V061,2023-02-09,2023025,2023-02-09,,,,
2251723,2,24V040,2024-01-25,2024035,2024-01-25,,,,
20BX,2,,,2020053,2020-02-12,A12/00690/20,08/05/2020,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10001181
20C03,2,20V097,2020-02-21,2020071,2020-02-21,,,,
20C19,2,24V188,2024-03-08,2020454,2020-09-24,,,,
20DR,2,22V516,2022-07-20,2022384,2022-07-20,,,,
20DS,2,22V673,2022-09-08,2022503,2022-09-08,,,,
20DV,2,23V214,2023-03-29,2023185,2023-03-29,,,,
20S15,2,23V775,2023-11-17,2020131,2020-03-26,,,,
20S20,2,20V262,2020-05-08,2020202,2020-05-11,,,,
20S21,2,20V263,2020-05-08,2020203,2020-05-11,,,,
20S22,2,,,2020204,2020-05-11,A12/00834/20,05/06/2020,United Kingdom,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10001303
20S52,2,,,2020450,2020-09-24,A12/00195/21,19/02/2021,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10003124
20S73,2,20V795,2020-12-17,2020633,2020-12-21,,,,
20W9,2,16V660,2016-09-13,2016443,2016-09-09,,,,
215C,2,15V108,2015-02-24,2015078,2015-02-20,,,,
215D,2,15V132,2015-03-06,2015095,2015-03-05,,,,
21C22,2,,,2021560,2021-09-15,A12/00463/22,25/03/2022,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10005726
21C31,2,25V693,2025-10-10,2021727,2021-11-26,,,,
21H7,2,22V178,2022-03-23,2022133,2022-03-23,,,,
21S24,2,,,2021309,2021-05-24,A12/00027/22,07/01/2022,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10005036
21S32,3,21V537,2021-07-15,2021438,2021-07-16,A12/00555/22,08/04/2022,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10005690
21S42,2,,,2021561,2021-09-15,A12/00414/22,18/03/2022,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10005648
221104REV,2,22V832,2022-11-09,2022663,2022-11-22,,,,
22C09,2,22V384,2022-05-27,2022280,2022-05-30,,,,
22C11,2,22V415,2022-06-10,2022307,2022-06-10,,,,
22C12,2,22V451,2022-06-24,2022335,2022-06-24,,,,
22C13,2,22V454,2022-06-24,2022336,2022-06-24,,,,
22C14,2,22V455,2022-06-24,2022337,2022-06-27,,,,
22C20,2,22V594,2022-08-08,2022442,2022-08-08,,,,
22C22,2,22V686,2022-09-14,2022520,2022-09-16,,,,
22C23,2,22V684,2022-09-14,2022521,2022-09-16,,,,
22C24,2,22V730,2022-09-30,2022562,2022-10-05,,,,
22C27,2,22V825,2022-11-03,2022636,2022-11-04,,,,
22C35,2,22V953,2022-12-23,2022743,2022-12-27,,,,
22E021,2,22V948,2022-12-22,2022270,2022-05-24,,,,
22KWF,2,22V582,2022-08-04,2022430,2022-08-04,,,,
22PBF,2,22V940,2022-12-16,2022729,2022-12-19,,,,
22PBL,2,22V939,2022-12-16,2022725,2022-12-16,,,,
22S07,2,,,2022075,2022-02-17,A12/00937/23,28/04/2023,France,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10008754
22S15,2,22V188,2022-03-25,2022144,2022-03-28,,,,
22S17,2,22V193,2022-03-25,2022146,2022-03-29,,,,
22S18,2,22V183,2022-03-25,2022147,2022-03-29,,,,
22S20,2,22V192,2022-03-25,2022151,2022-03-29,,,,
22S21,3,22V191,2022-03-25,2022152,2022-03-29,A12/00942/23,28/04/2023,France,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10008652
22S22,2,22V256,2022-04-14,2022193,2022-04-14,,,,
22S23,2,22V247,2022-04-14,2022194,2022-04-14,,,,
22S24,2,22V253,2022-04-14,2022195,2022-04-14,,,,
22S25,2,22V254,2022-04-14,2022196,2022-04-14,,,,
22S26,2,22V250,2022-04-14,2022197,2022-04-14,,,,
22S27,2,22V255,2022-04-14,2022198,2022-04-14,,,,
22S33,2,22V331,2022-05-13,2022253,2022-05-16,,,,
22S35,2,22V337,2022-05-13,2022255,2022-05-16,,,,
22S36,2,22V346,2022-05-17,,,A12/00566/23,24/03/2023,Germany,https://ec.europa.eu/safety-gate-alerts/screen/webReport/alertDetail/10007707
22S37,2,22V382,2022-05-27,2022278,2022-05-30,,,,
22S41,2,22V412,2022-06-10,2022308,2022-06-10,,,,
